MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02006588,"Rusper",0,987.0,3456.94,33.779,0,0.00
E02006589,"Littlehaven",0,426.0,2045.56,36.181,0,0.00
E02006590,"Broadbridge Heath & Warnham",0,663.0,1681.35,32.527,2,0.00
E02006591,"Horsham East & Roffey",0,802.0,564.81,35.691,0,0.00
E02006592,"Rudgwick",0,1223.0,1401.29,44.944,0,0.00
E02006593,"Horsham Central",0,802.0,4872.28,160.368,12,0.00
E02006594,"Horsham West",0,426.0,1464.38,27.005,0,0.00
E02006595,"Horsham South",0,1132.0,4745.90,48.330,1,0.00
E02006596,"Southwater",0,376.0,1589.87,44.951,0,0.00
E02006597,"Billingshurst",0,873.0,1472.43,80.080,3,0.00
E02006598,"Cowfold & Partridge Green",0,811.0,1124.86,28.334,0,0.00
E02006599,"West Chiltington Common",0,873.0,346.42,39.953,0,0.00
E02006600,"Amberley",0,405.0,2072.77,99.781,5,0.00
E02006601,"Henfield & Small Dole",0,817.0,1823.05,66.344,0,0.00
E02006602,"Ashington & Washington",0,912.0,852.30,46.275,0,0.00
E02006603,"Steyning & Upper Beeding",0,340.0,763.09,36.195,1,0.00
