MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02003439,"Twyford East & Wargrave",0,949.0,1435.64,63.136,1,0.00
E02003440,"Twyford West & Charvil",0,422.0,796.23,50.351,0,0.00
E02003441,"Sonning & Woodley North",0,1047.0,2968.76,40.668,0,0.00
E02003442,"Woodley East",0,422.0,415.17,32.378,0,0.00
E02003443,"Woodley South",0,436.0,1240.13,29.904,0,0.00
E02003444,"Earley",0,1266.0,4140.62,81.812,4,0.00
E02003445,"Southlake",0,436.0,638.65,28.022,0,0.00
E02003446,"Lower Earley North",0,496.0,3099.33,36.110,0,0.00
E02003447,"Winnersh",0,619.0,4564.24,48.354,6,0.00
E02003448,"Wokingham North & Hurst",0,1639.0,2073.06,62.463,1,0.00
E02003449,"Lower Earley South",0,619.0,421.12,16.720,0,0.00
E02003450,"Shinfield",0,603.0,1405.83,31.261,0,0.00
E02003451,"Wokingham Town",0,966.0,2538.71,192.096,1,0.00
E02003452,"Wokingham East",0,779.0,386.45,34.412,1,0.00
E02003453,"Barkham & Woose Hill",0,1105.0,142.50,33.615,0,0.00
E02003454,"Wokingham West & South",0,779.0,2342.94,56.910,5,0.00
E02003455,"Spencers Wood & Swallowfield",0,912.0,2917.10,46.852,4,21373.80
E02003456,"Arborfield & Garrison",0,1876.0,2278.31,41.258,6,0.00
E02003457,"Finchampstead",0,966.0,491.80,51.411,0,0.00
E02003458,"Crowthorne North",0,624.0,714.57,50.511,0,0.00
