MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02001682,"Ryton",267,268.0,503.61,24.035,0,0.00
E02001683,"Crawcrook & Greenside",258,164.0,713.18,32.701,0,0.00
E02001684,"Pelaw",323,257.0,1636.83,18.192,8,0.00
E02001685,"Blaydon South",275,78.0,447.85,17.100,0,0.00
E02001686,"Blaydon North & Winlaton Mill",275,280.0,2045.15,37.388,3,0.00
E02001688,"Dunston & Teams",319,296.0,4150.32,32.589,13,0.00
E02001689,"Bensham North",307,102.0,365.55,4.025,0,0.00
E02001690,"Swalwell",303,258.0,9459.32,29.716,12,0.00
E02001691,"Bensham South & Saltwell",306,296.0,550.33,4.909,11,0.00
E02001692,"Mount Pleasant & Deckham East",310,288.0,107.13,10.417,0,0.00
E02001693,"Felling South",319,186.0,269.88,10.579,0,0.00
E02001694,"Dunston Hill",319,188.0,688.12,7.967,2,0.00
E02001695,"Wardley",332,78.0,1748.58,7.918,0,0.00
E02001696,"Heworth",328,78.0,1077.87,11.498,3,0.00
E02001697,"Low Fell East",315,108.0,977.78,19.976,0,0.00
E02001698,"Whickham",288,94.0,640.18,28.123,0,0.00
E02001699,"Windy Nook & Whitehills",318,186.0,417.32,8.958,0,0.00
E02001700,"Sunniside & Lobley Hill",319,360.0,1418.82,27.714,0,0.00
E02001701,"Low Fell West",318,108.0,672.70,22.220,4,0.00
E02001702,"Beacon Lough & Wrekenton",316,186.0,824.70,17.481,0,0.00
E02001703,"Rowlands Gill & Lockhaugh",251,119.0,222.12,17.224,0,0.00
E02001704,"Easedale Gardens",320,108.0,303.22,13.567,0,0.00
E02001705,"Chopwell & High Spen",215,276.0,493.04,20.822,1,0.00
E02001706,"Birtley North & Kibblesworth",330,736.0,2641.22,23.196,4,0.00
E02001707,"Birtley South",328,380.0,3292.39,28.671,8,0.00
E02001768,"South Shields East",281,57.0,3377.68,6.268,17,0.00
E02001769,"South Shields West",305,242.0,3240.36,17.186,20,0.00
E02001770,"Westoe",280,242.0,338.62,4.666,0,0.00
E02001771,"Horsley Hill",277,242.0,764.61,9.687,2,0.00
E02001772,"West Park",303,242.0,432.63,7.776,0,0.00
E02001773,"Harton West",299,242.0,473.73,11.192,0,0.00
E02001774,"Jarrow Town",331,380.0,15283.12,21.374,13,0.00
E02001775,"Harton East",293,185.0,285.51,9.940,2,0.00
E02001776,"Hebburn North",310,121.0,470.35,17.346,2,0.00
E02001777,"Hebburn West",308,61.0,986.43,17.345,2,0.00
E02001778,"West Harton",307,242.0,1229.54,11.188,1,0.00
E02001779,"Simonside",321,302.0,1595.21,13.328,13,0.00
E02001780,"Cleadon Park",299,242.0,402.44,12.582,1,0.00
E02001781,"Brockley Whins",333,245.0,184.97,7.211,1,0.00
E02001782,"Hebburn South",320,121.0,823.96,18.581,2,0.00
E02001783,"Biddick Hill",316,185.0,257.66,12.090,1,0.00
E02001784,"Primrose",334,178.0,231.89,7.316,1,0.00
E02001785,"Whitburn & Marsden",225,303.0,1052.67,26.422,4,0.00
E02001786,"Whiteleas",302,185.0,446.04,11.373,0,0.00
E02001787,"Fellgate & Hedworth",333,385.0,812.76,7.989,1,0.00
E02001788,"Boldon Colliery",332,134.0,523.08,9.959,1,0.00
E02001789,"Cleadon & East Boldon",298,346.0,260.18,22.638,0,0.00
E02001790,"West Boldon",322,311.0,2992.62,26.918,5,0.00
E02001791,"Fulwell",296,237.0,175.84,14.834,1,0.00
E02001792,"Seaburn",294,118.0,520.77,26.956,5,0.00
E02001793,"Town End Farm",328,119.0,229.47,6.497,2,0.00
E02001794,"Hylton Red House & Marley Pots",321,119.0,51.21,5.772,0,0.00
E02001795,"Southwick",315,495.0,1679.01,31.564,13,0.00
E02001796,"Monkwearmouth",294,246.0,1600.22,41.463,6,0.00
E02001797,"Springwell & Usworth",329,466.0,20154.89,13.214,59,0.00
E02001798,"North Hylton",329,119.0,1581.67,5.798,5,0.00
E02001799,"Concord and Sulgrave",331,41.0,817.21,9.913,6,0.00
E02001800,"Albany and Blackfell",333,417.0,1135.90,27.958,3,0.00
E02001801,"Millfield",316,258.0,1155.20,8.463,23,0.00
E02001802,"Pallion North",319,86.0,727.06,7.983,0,0.00
E02001803,"Sunderland Central & Deptford",304,293.0,3498.96,9.931,35,0.00
E02001804,"South Hylton",325,77.0,737.25,7.207,0,0.00
E02001805,"Pallion South & High Barnes",319,77.0,92.28,6.775,0,0.00
E02001806,"Hendon & Docks",307,97.0,722.23,12.091,10,0.00
E02001807,"Columbia",337,274.0,1587.63,33.546,2,28392.80
E02001808,"Barnes Park",313,249.0,504.61,6.351,4,0.00
E02001809,"Washington Town Centre & Biddick",332,196.0,4427.98,27.620,4,0.00
E02001810,"Oxclose and Lambton",333,196.0,708.46,20.969,1,0.00
E02001811,"Pennywell and Grindon",332,77.0,374.66,10.616,0,0.00
E02001812,"Hill View & Tunstall",315,258.0,485.59,20.034,4,0.00
E02001813,"Thorney Close & Plains Farm",321,84.0,846.40,16.460,0,0.00
E02001814,"Grangetown",316,97.0,1449.42,9.500,7,0.00
E02001815,"Harraton",331,297.0,1931.46,29.763,1,0.00
E02001816,"Lakeside & Farrington",322,84.0,1249.12,13.891,1,0.00
E02001817,"Silksworth",319,172.0,0.00,19.324,0,0.00
E02001818,"Ryhope",328,88.0,442.54,13.656,2,0.00
E02001819,"Herrington & Doxford",328,203.0,6569.31,15.924,1,0.00
E02001820,"Shiney Row",331,101.0,529.40,27.673,0,0.00
E02001821,"Hall Farm",327,294.0,282.79,9.926,0,0.00
E02001822,"Newbottle & Penshaw",329,224.0,490.58,34.077,4,0.00
E02001823,"Houghton West",326,101.0,207.70,25.294,1,0.00
E02001824,"Houghton Town",331,147.0,656.55,43.604,2,0.00
E02001825,"Hetton-le-Hole North",326,231.0,3095.62,20.107,7,0.00
E02001826,"Hetton-le-Hole South",327,269.0,210.78,14.150,2,0.00
E02004290,"Ouston & Beamish",314,346.0,3096.79,17.057,0,0.00
E02004291,"Pelton & Perkinsville",315,233.0,256.14,21.464,1,0.00
E02004292,"Chester-le-Street North",321,380.0,2683.50,25.966,6,24092.44
E02004293,"Chester-le-Street Town & Pelton Fell",309,225.0,2259.43,53.980,2,0.00
E02004294,"Chester-le-Street South & East",309,225.0,2272.82,25.410,5,0.00
E02004295,"Great Lumley & Bournmoor",339,529.0,894.35,26.321,0,0.00
E02004296,"Sacriston",289,702.0,845.80,32.570,1,0.00
E02004297,"Burnopfield",259,256.0,918.43,26.476,4,0.00
E02004298,"Benfieldside",220,215.0,691.97,30.314,0,0.00
E02004299,"Stanley North & East",305,294.0,2974.56,16.809,8,0.00
E02004300,"Catchgate & Dipton",245,215.0,645.39,16.587,0,0.00
E02004301,"Stanley South",302,121.0,605.56,13.578,4,0.00
E02004302,"Stanley West & Annfield Plain",274,121.0,884.34,15.230,7,0.00
E02004303,"Consett",220,145.0,2301.27,38.447,6,0.00
E02004304,"Delves Lane & Leadgate",216,266.0,791.85,29.518,1,0.00
E02004305,"Bridgehill",218,206.0,1436.75,27.119,0,0.00
E02004306,"Lanchester",246,489.0,601.44,25.685,1,0.00
E02004307,"Langley Park & Satley",245,223.0,829.42,22.674,0,0.00
E02004308,"Newton Hall & Brasside",309,529.0,3740.47,16.019,2,0.00
E02004309,"Pity Me & Framwellgate Moor",306,315.0,1896.34,14.689,12,0.00
E02004310,"Bearpark & Witton Gilbert",271,589.0,1471.35,23.562,3,0.00
E02004311,"Sherburn & West Rainton",332,571.0,490.62,29.352,0,0.00
E02004312,"Belmont & Carrville",332,852.0,3441.86,62.177,9,0.00
E02004313,"Gilesgate & Old Durham",330,315.0,3652.26,23.215,8,0.00
E02004314,"Durham City",326,852.0,5429.80,58.657,29,0.00
E02004315,"Aykley Heads",311,586.0,6972.40,44.090,19,0.00
E02004316,"Esh Winning & Ushaw Moor",219,223.0,243.86,17.861,0,0.00
E02004317,"Brandon & Brancepeth",272,302.0,535.09,18.091,0,0.00
E02004318,"High Shincliffe & Bowburn",336,424.0,1147.17,23.228,3,0.00
E02004319,"Coxhoe & Quarrington Hill",337,491.0,284.61,22.739,0,0.00
E02004320,"Seaham Northlea & Westlea",327,122.0,1066.33,14.356,0,0.00
E02004321,"Seaham Central & South",318,122.0,2202.77,21.186,9,0.00
E02004322,"Murton North & Parkside",327,122.0,199.18,15.684,0,0.00
E02004323,"South Murton & South Hetton",329,231.0,1749.94,17.545,4,0.00
E02004324,"Easington & Hawthorn",328,300.0,644.99,10.901,0,0.00
E02004325,"Peterlee East",327,69.0,398.15,8.814,1,0.00
E02004326,"Shotton & Haswell",331,178.0,3714.12,22.250,0,0.00
E02004327,"Horden",322,69.0,284.22,6.769,0,0.00
E02004328,"Peterlee West",335,69.0,888.26,5.429,0,0.00
E02004329,"Peterlee South",61,69.0,1942.14,12.199,0,0.00
E02004330,"Blackhall",324,102.0,525.58,10.808,0,0.00
E02004331,"Thornley & Wheatley Hill",334,140.0,197.07,22.800,0,0.00
E02004332,"Wingate & Castle Eden",333,64.0,63.80,20.606,0,0.00
E02004333,"Tudhoe Grange",304,188.0,694.88,17.347,0,0.00
E02004334,"Trimdon & Fishburn",326,146.0,605.09,17.152,0,0.00
E02004335,"Spennymoor East & Ferryhill West",321,235.0,2020.45,20.799,7,0.00
E02004336,"Ferryhill East & Cornforth",333,156.0,165.96,10.224,0,0.00
E02004337,"Spennymoor West",314,241.0,839.41,44.725,0,0.00
E02004338,"Chilton",327,182.0,307.15,11.173,0,0.00
E02004339,"Sedgefield & Bishop Middleham",325,698.0,3472.01,29.829,2,0.00
E02004340,"Shildon",304,214.0,1020.65,0.962,2,0.00
E02004341,"Newton Aycliffe North",321,182.0,235.56,18.889,0,0.00
E02004342,"Newton Aycliffe West",309,135.0,507.41,8.786,0,0.00
E02004343,"Newton Aycliffe East",311,182.0,654.82,16.166,3,0.00
E02004344,"Newton Aycliffe South",310,439.0,1895.92,45.559,7,0.00
E02004345,"Evenwood",232,789.0,1743.88,41.024,0,0.00
E02004346,"Upper Teesdale",62,234.0,1227.77,21.032,11,0.00
E02004347,"Barnard Castle",117,50.0,2607.09,13.537,1,0.00
E02004348,"Stanhope & Weardale",69,382.0,1691.06,23.396,0,0.00
E02004349,"Crook North & Tow Law",122,122.0,245.32,17.697,0,0.00
E02004350,"Crook South",161,478.0,1168.52,24.626,1,0.00
E02004351,"Coundon North",252,176.0,449.00,13.800,0,0.00
E02004352,"Bishop Auckland North & Coundon Grange",309,196.0,1954.59,16.766,5,0.00
E02004353,"Bishop Auckland Central & West",280,257.0,1024.01,18.156,0,0.00
E02004354,"Saint Helen Auckland & West Auckland",262,176.0,2148.06,14.830,4,0.00
E02004355,"Bishop Auckland South",291,115.0,1383.24,7.039,3,0.00
E02006841,"Gateshead Town",312,266.0,3692.57,15.577,24,0.00
E02006842,"Gateshead South",309,210.0,372.30,5.820,0,0.00
