MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02004779,"Fordingbridge",0,396.0,1386.08,56.262,11,0,0.00,1410.63,0.00,0.6
E02004780,"Totton Calmore",0,242.0,969.56,13.264,0,0,0.00,0.00,0.00,0.2
E02004781,"West Totton",0,307.0,2386.54,48.134,0,0,0.00,6578.89,28162.28,0.6
E02004782,"Totton Town",0,242.0,3517.49,26.830,3,0,0.00,8494.76,19172.85,17.625
E02004783,"Totton Rushington",0,242.0,561.07,19.294,0,0,0.00,0.00,893.11,0
E02004784,"Ashurst & Cadnam",0,529.0,2134.91,17.569,0,0,0.00,0.00,10739.13,4.49
E02004785,"Lyndhurst & Minstead",0,857.0,6229.81,36.627,0,0,0.00,0.00,0.00,2.75
E02004786,"Marchwood & Dibden",0,438.0,2713.92,19.093,2,0,0.00,4953.75,0.00,0.5
E02004787,"Hythe",0,196.0,1650.72,41.096,2,0,0.00,2557.36,125.13,2.4
E02004788,"Ringwood North & Ibsley",0,922.0,514.86,54.124,0,0,0.00,0.00,0.00,0
E02004789,"Langdown & Dibden Purlieu",0,196.0,557.79,29.720,0,0,0.00,0.00,391.98,0
E02004790,"Ringwood South",0,267.0,1958.77,43.127,5,0,0.00,7321.09,0.00,1.33
E02004791,"Holbury South",0,196.0,492.92,11.376,0,0,0.00,0.00,0.00,0
E02004792,"Holbury North",0,273.0,4472.07,23.987,5,0,39694.07,1546.52,0.00,49.2
E02004793,"Brockenhurst & Sway",0,557.0,2649.21,34.806,3,0,0.00,0.00,0.00,2.33
E02004794,"Bransgore & Burley",0,628.0,1484.29,29.772,1,0,0.00,0.00,0.00,0.9
E02004795,"Lymington Town & Boldre",0,865.0,8222.13,93.062,7,0,0.00,265950.47,0.00,2.49
E02004796,"Hordle & Bashley",0,838.0,485.88,22.229,0,0,0.00,0.00,0.00,0.4
E02004797,"Lymington North & West",0,347.0,762.10,29.220,0,0,0.00,453.75,0.00,0.6
E02004798,"New Milton West",0,130.0,637.41,12.133,0,0,0.00,0.00,0.00,2.25
E02004799,"New Milton East",0,130.0,1547.83,25.433,3,0,0.00,10000.34,0.00,4.98
E02004800,"Barton on Sea",0,477.0,1262.21,18.133,0,0,0.00,1801.49,0.00,0.3
E02004801,"Milford & Lymington South",0,347.0,1190.44,33.102,2,0,0.00,239.65,0.00,0.95
