MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02005162,"Paddock Wood & Five Oak Green",0,744.0,11917.20,37.118,0,0,352069.68,2969.30,34218.99,1.74
E02005163,"Southborough West",0,616.0,587.07,35.133,0,0,0.00,0.00,0.00,0.83
E02005164,"Southborough East & Longfield Road",0,1110.0,3622.03,97.830,5,0,0.00,7114.46,17272.60,0.647
E02005165,"Pembury & Matfield",0,744.0,2075.45,29.924,2,0,0.00,2241.34,0.00,0.529975
E02005166,"High Brooms & Sherwood",0,474.0,52.00,21.422,0,0,0.00,0.00,0.00,0.06
E02005167,"Langton Green",0,616.0,298.33,52.561,0,0,0.00,0.00,0.00,2.750819
E02005168,"Tunbridge Wells West",0,275.0,371.53,27.667,2,0,0.00,641.41,0.00,0.4
E02005169,"Tunbridge Wells Central",0,541.0,1722.73,25.999,4,0,0.00,0.00,0.00,4.159234
E02005170,"Ferndale & Hawkenbury",0,538.0,724.37,26.144,1,0,0.00,0.00,0.00,1.78
E02005171,"Ramslye & Rusthall",0,746.0,1170.00,27.413,0,0,0.00,9016.44,0.00,9.26
E02005172,"Goudhurst",0,696.0,1978.95,54.050,0,0,0.00,172.61,0.00,3.02
E02005173,"Tunbridge Wells South",0,541.0,181.72,29.892,0,0,0.00,29.56,0.00,3.848378
E02005174,"Cranbrook",0,302.0,2260.21,39.217,2,0,0.00,2052.28,0.00,1.64261
E02005175,"Hawkhurst",0,302.0,1217.38,40.321,1,0,0.00,2764.90,0.00,3.151728
