MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02004626,"Dymock",0,972.0,953.74,41.808,0,0.00,0.00,0.00,0
E02004627,"Newent",0,241.0,666.57,24.532,0,0.00,1123.27,0.00,0.26
E02004628,"Mitcheldean",0,255.0,364.53,23.051,0,0.00,0.00,0.00,3.62
E02004629,"Cinderford",0,347.0,2350.49,32.667,0,0.00,4140.12,0.00,3.42
E02004630,"Longhope",0,866.0,434.54,16.338,0,0.00,0.00,0.00,2.02
E02004631,"Lydbrook",0,607.0,1150.36,16.406,1,0.00,0.00,1923.84,1.96
E02004632,"Coleford",0,74.0,1300.63,22.762,1,0.00,3982.89,0.00,0.26
E02004633,"Bream",0,195.0,1063.46,22.334,1,0.00,0.00,0.00,4.33
E02004634,"Lydney",0,121.0,2043.93,34.181,3,0.00,7005.83,0.00,0.48
E02004635,"Tidenham & Woolaston",0,330.0,1441.24,34.186,2,0.00,0.00,0.00,1.68
