MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02002652,"Kingswood",78,133.0,2263.40,15.362,0,0.00
E02002653,"Bransholme Central",80,195.0,850.97,8.516,0,0.00
E02002654,"Orchard Park",97,36.0,68.28,4.337,0,0.00
E02002655,"Bransholme East",77,195.0,334.27,7.397,0,0.00
E02002656,"Haworth Park",105,36.0,738.50,3.498,0,0.00
E02002657,"Bransholme West",84,195.0,1250.90,5.787,0,0.00
E02002658,"Sutton North",85,195.0,236.21,7.821,0,0.00
E02002659,"Greenwood",96,36.0,152.10,6.771,0,0.00
E02002660,"Bilton Grange",84,204.0,326.35,4.019,0,0.00
E02002661,"Longhill",80,152.0,465.66,4.267,0,0.00
E02002662,"Ings",85,152.0,456.02,5.989,0,0.00
E02002663,"University & Newland North",109,161.0,2053.57,4.564,0,0.00
E02002664,"Sutton South",112,195.0,97.25,5.414,0,0.00
E02002665,"Bricknell East",111,99.0,839.26,7.516,0,0.00
E02002666,"Newland South",119,305.0,612.60,7.053,0,0.00
E02002667,"Stoneferry & Sutton Fields",122,436.0,1487.56,23.850,1,0.00
E02002668,"Southcoates East",110,90.0,466.28,3.455,0,0.00
E02002669,"Newland Avenues",122,136.0,30.97,5.435,0,0.00
E02002670,"Bricknell West",114,63.0,129.09,4.632,0,0.00
E02002671,"Southcoates Central & Docks",118,152.0,2427.99,4.690,0,0.00
E02002672,"Greatfield",93,90.0,1051.37,2.646,0,0.00
E02002673,"Southcoates West",119,152.0,81.29,3.191,0,0.00
E02002674,"Derringham",123,63.0,395.73,3.186,0,0.00
E02002675,"Sculcoates",142,151.0,761.53,2.329,0,0.00
E02002676,"Chanterlands Avenue",131,136.0,188.58,3.855,0,0.00
E02002677,"Drypool & Victoria Dock",142,488.0,2947.61,21.941,2,0.00
E02002678,"Newington",148,191.0,93.73,0.795,0,0.00
E02002679,"East Ella",147,191.0,200.21,5.657,1,0.00
E02002680,"Hull City Centre",178,275.0,9553.90,0.563,3,0.00
E02002681,"Boulevard & St Andrew's Quay",171,108.0,7163.99,0.000,2,0.00
E02002682,"Gipsyville",173,128.0,343.73,6.126,0,0.00
E02006813,"Anlaby Park & Pickering",192,187.0,2561.83,8.537,2,21159.05
