MSOA,Name,index-of-transport-accessibility,chargepoints,ulev,evhs,estimated-capacity
E02002438,"Ferry Fryston",540,0,174.0,11.296,142.23
E02002439,"Castleford Town",553,2,174.0,24.585,1829.33
E02002440,"Airedale",593,0,337.0,12.374,42.35
E02002441,"Castleford West",595,0,174.0,16.346,1151.64
E02002442,"Glasshoughton",629,6,337.0,11.909,6543.89
E02002443,"Outwood East",582,1,305.0,14.088,878.14
E02002444,"Stanley",651,0,546.0,28.448,1845.42
E02002445,"Outwood West",599,4,619.0,13.343,2311.96
E02002446,"Altofts",585,0,410.0,16.198,1077.34
E02002447,"Knottingley",537,1,57.0,11.139,366.27
E02002448,"Ferrybridge & West Knottingley",644,4,57.0,12.624,3319.66
E02002449,"Pontefract North East",577,0,163.0,18.513,455.73
E02002450,"Normanton East",632,1,245.0,35.619,1171.06
E02002451,"Wrenthorpe & Kirkhamgate",667,0,454.0,25.365,3522.76
E02002452,"Pontefract North West",569,2,300.0,50.239,4252.88
E02002453,"Normanton West",551,2,211.0,26.960,1277.47
E02002454,"Wakefield Central",591,4,867.0,69.845,6460.31
E02002455,"Pontefract South East",515,1,163.0,11.141,685.16
E02002456,"Wakefield St John's",583,1,454.0,23.759,2449.94
E02002457,"Eastmoor",531,0,140.0,7.862,153.26
E02002458,"Ossett North",608,0,222.0,21.538,488.05
E02002459,"Alverthorpe & Flanshaw",582,0,426.0,28.950,1373.80
E02002460,"Pontefract South West",512,0,163.0,17.776,202.85
E02002461,"Streethouse & Sharlston Common",597,0,573.0,28.655,1761.51
E02002462,"Ossett West",591,1,222.0,24.690,812.17
E02002463,"Lupset",603,0,426.0,23.252,177.76
E02002464,"Featherstone",485,1,80.0,23.276,535.01
E02002465,"Thornes",548,2,454.0,27.979,3019.01
E02002466,"Ossett South East & Horbury Bridge",590,0,360.0,27.003,155.82
E02002467,"Agbrigg & Belle Isle",469,2,454.0,17.010,1260.82
E02002468,"Horbury",508,2,248.0,26.111,935.15
E02002469,"Crofton",411,0,468.0,20.807,1207.14
E02002470,"Sandal",506,2,314.0,27.074,1088.73
E02002471,"Ackworth & Darrington",414,2,635.0,36.477,786.30
E02002472,"Netherton & Middlestown",469,0,498.0,22.013,655.44
E02002473,"Durkar & Crigglestone",639,1,562.0,20.389,1406.90
E02002474,"Kettlethorpe & Chapelthorpe",573,0,562.0,19.903,496.90
E02002475,"Walton",470,3,1008.0,26.214,3261.05
E02002476,"Kinsley & Fitzwilliam",329,0,415.0,11.023,635.00
E02002477,"Ryhill & South Hiendley",369,0,396.0,17.365,17.18
E02002478,"Upton",489,0,250.0,9.079,142.58
E02002479,"Hemsworth Town",410,2,228.0,14.304,570.81
E02002480,"Moorthorpe",448,1,87.0,9.171,879.65
E02002481,"South Elmsall",442,1,87.0,11.024,2375.35
E02002482,"South Kirkby",393,0,148.0,10.247,255.03
