MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02001187,"Reddish Vale View",766,57.0,51.45,7.220,0,0.00
E02001188,"North Reddish",676,372.0,203.91,10.798,0,0.00
E02001189,"Central Reddish",698,305.0,1323.07,13.717,0,0.00
E02001190,"Brinnington",808,57.0,187.34,7.406,0,0.00
E02001191,"Woodley",686,416.0,40.40,19.577,0,0.00
E02001192,"Heaton Chapel & Shaw Road",700,315.0,777.79,22.331,0,0.00
E02001193,"South Reddish & Heaton Norris",783,414.0,1161.01,30.465,12,0.00
E02001194,"Heaton Moor",727,248.0,524.71,19.939,0,0.00
E02001195,"Bredbury",808,280.0,699.58,50.226,1,0.00
E02001196,"Romiley & Compstall",550,416.0,540.95,28.725,0,0.00
E02001197,"Norris Bank",824,555.0,2826.67,35.569,0,0.00
E02001198,"Bredbury Green",710,280.0,163.89,25.691,0,0.00
E02001199,"Heaton Mersey",753,315.0,201.02,24.984,0,0.00
E02001200,"Central Stockport",791,43382.0,9471.06,21.307,12,0.00
E02001201,"Woodbank Park",756,214.0,742.14,6.600,0,0.00
E02001202,"Edgeley",737,43760.0,3660.62,66.138,0,0.00
E02001203,"Marple Bridge & Mellor",401,631.0,528.22,25.746,0,0.00
E02001204,"Cheadle Heath",799,43235.0,1818.19,14.083,1,0.00
E02001205,"Heaviley",766,214.0,3519.91,14.898,1,0.00
E02001206,"Marple & Rose Hill",456,280.0,1215.10,29.545,0,0.00
E02001207,"Offerton East & Bosden Farm",561,412.0,389.68,17.669,0,0.00
E02001208,"Cheadle East",830,43235.0,2789.19,33.720,0,0.00
E02001209,"Davenport",677,43384.0,320.06,14.323,0,0.00
E02001210,"Offerton West",619,105.0,222.57,16.956,0,0.00
E02001211,"Gatley North",822,539.0,281.55,27.396,0,0.00
E02001212,"Adswood",672,43292.0,1373.96,10.742,0,0.00
E02001213,"Woodsmoor & Mile End",600,43275.0,1375.03,26.019,0,0.00
E02001214,"Gatley South & Cheadle West",842,372.0,656.36,74.945,0,0.00
E02001215,"Marple & Hawk Green",413,600.0,946.70,43.283,0,0.00
E02001216,"Cheadle Hulme Orrishmere",718,372.0,1960.05,46.255,0,0.00
E02001217,"Hazel Grove North",526,940.0,2010.44,56.814,0,0.00
E02001218,"Bramhall North West",619,679.0,65.79,29.028,0,0.00
E02001219,"Hazel Grove West",569,307.0,401.08,25.098,0,0.00
E02001220,"Cheadle Hulme West",681,372.0,1596.79,22.542,0,0.00
E02001221,"Hazel Grove East & South",590,307.0,585.66,24.928,0,0.00
E02001222,"Heald Green West",728,372.0,3291.87,23.713,1,0.00
E02001223,"Bramhall North East",573,307.0,526.39,31.881,0,0.00
E02001224,"High Lane",508,731.0,482.32,22.221,0,0.00
E02001225,"Cheadle Hulme South East",691,372.0,1240.46,32.496,0,0.00
E02001226,"Heald Green East",719,372.0,354.69,20.639,0,0.00
E02001227,"Bramhall West",664,679.0,193.88,22.510,0,0.00
E02001228,"Bramhall South & Woodford",707,451.0,1454.32,74.315,2,0.00
