MSOA,Name,index-of-transport-accessibility,chargepoints,ulev,evhs,estimated-capacity
E02001327,"Kirkby North East",683,0,104.0,10.670,511.03
E02001328,"Kirkby North West",720,0,293.0,9.367,155.76
E02001329,"Kirkby South East",718,0,104.0,14.394,1660.08
E02001330,"Kirkby South West & Field Lane",764,1,67.0,12.109,524.83
E02001331,"Knowsley Village & Southdene",757,2,296.0,24.547,1850.68
E02001332,"Stockbridge Village",536,0,165.0,3.901,239.76
E02001333,"Prescot",743,3,273.0,40.036,3200.13
E02001334,"Page Moss & Fincham",738,0,145.0,10.571,302.58
E02001335,"Whiston North",735,3,161.0,18.332,2521.43
E02001336,"Longview & Knowsley Park",760,0,165.0,11.931,1309.04
E02001337,"Mosscroft & Bakers Green",746,0,165.0,11.359,966.89
E02001338,"Huyton Farm",752,0,145.0,8.693,125.34
E02001339,"Whiston South",746,0,220.0,14.259,683.80
E02001340,"Court Hey & Swanside",744,0,195.0,14.569,98.50
E02001341,"Huyton East",752,0,220.0,19.180,1756.36
E02001342,"Huyton West & Roby",731,0,181.0,24.797,1361.99
E02001343,"Halsnead",804,0,711.0,22.945,687.49
E02001344,"Halewood North",683,0,182.0,13.577,164.53
E02001345,"Halewood Central",698,1,40.0,10.286,29.06
E02001346,"Halewood South",720,0,249.0,18.266,2702.27
E02001347,"Fazakerley North",744,2,173.0,9.587,105.00
E02001348,"Walton Vale",660,2,124.0,9.393,0.00
E02001349,"Orrell Park",590,0,175.0,9.697,277.85
E02001350,"Croxteth West & Gillmoss",727,2,147.0,13.105,4117.64
E02001351,"Fazakerley South",710,13,173.0,17.947,1236.28
E02001352,"Walton North",538,0,126.0,8.145,734.03
E02001353,"Croxteth East",619,0,119.0,17.949,0.00
E02001354,"Walton East",677,0,175.0,5.928,634.01
E02001355,"Walton Hall",618,0,205.0,2.621,638.20
E02001356,"Norris Green East",692,0,119.0,9.788,580.36
E02001357,"Norris Green West",674,0,139.0,5.687,61.34
E02001358,"Walton South",543,0,109.0,2.299,694.49
E02001359,"Croxteth Park",656,0,119.0,12.607,27.05
E02001360,"Kirkdale North",487,0,143.0,5.144,746.87
E02001361,"Anfield North",612,0,107.0,1.847,1.76
E02001362,"Muirhead Avenue",672,0,179.0,11.888,21.01
E02001363,"Yewtree",700,2,103.0,13.062,452.47
E02001364,"Anfield West",528,0,64.0,0.951,1288.36
E02001365,"Anfield East",590,0,118.0,1.355,9.86
E02001366,"Tuebrook",664,0,118.0,4.331,139.14
E02001367,"Sandfield Park & Holly Lodge",682,0,212.0,43.783,0.00
E02001368,"Kirkdale South & Vauxhall",364,0,226.0,1.141,1073.05
E02001369,"Everton West",449,2,175.0,0.045,1267.70
E02001370,"Everton East",556,2,92.0,0.045,109.09
E02001371,"Knotty Ash",738,0,33.0,8.165,85.82
E02001372,"Dovecot",718,4,163.0,12.101,1792.19
E02001373,"Fairfield East",704,13,93.0,6.018,1683.55
E02001374,"Fairfield West & Newsham Park",635,9,103.0,0.356,4240.47
E02001375,"Stoneycroft",726,7,163.0,4.653,0.00
E02001376,"Kensington",592,0,103.0,0.047,504.19
E02001377,"Edge Hill",587,3,289.0,0.055,4540.52
E02001378,"Wavertree East",721,0,101.0,6.392,197.05
E02001380,"Broad Green",743,1,184.0,13.283,265.15
E02001381,"Wavertree West",625,0,183.0,6.791,2043.50
