MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02005880,"Church Warsop & Meden Vale",0,253.0,424.79,6.352,0,0.00
E02005881,"Market Warsop",0,211.0,512.34,8.385,0,0.00
E02005882,"Manor",0,144.0,855.29,11.243,0,0.00
E02005883,"Woodhouse",0,530.0,1830.50,34.508,0,0.00
E02005884,"Yeoman Hill & Maun Valley",0,366.0,1485.72,8.837,0,0.00
E02005885,"Abbott Road & Pleasley Hill",0,144.0,2242.42,12.656,0,0.00
E02005886,"Forest Town & Newlands",0,463.0,1522.19,13.173,2,0.00
E02005887,"Mansfield Town Centre & Broomhill",0,530.0,5806.19,33.826,3,0.00
E02005888,"Newgate & Carr Bank",0,222.0,1063.48,14.212,1,0.00
E02005889,"Grange Farm & Ladybrook",0,596.0,1900.63,13.746,1,0.00
E02005890,"Eakring & Ling Forest",0,366.0,135.92,9.850,2,0.00
E02005891,"Oak Tree & Ransom Wood",0,463.0,1993.42,14.642,8,0.00
E02005892,"King's Walk",0,222.0,3780.88,23.447,4,0.00
