MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02004980,"Woolmer Green",0,656.0,604.12,57.924,0,0.00
E02004981,"Welwyn & Hatfield Garden Village",0,1217.0,2151.92,57.076,1,0.00
E02004982,"Knightsfield",0,386.0,729.00,25.649,2,0.00
E02004983,"Haldens",0,210.0,3559.75,16.067,5,0.00
E02004984,"Panshanger",0,454.0,426.85,11.819,2,0.00
E02004985,"Welwyn Garden City Central & Handside",0,596.0,3647.20,46.304,4,0.00
E02004986,"Peartree",0,596.0,1383.68,65.744,4,16707.17
E02004987,"Hall Grove",0,210.0,1077.62,13.519,1,0.00
E02004988,"Hollybush",0,210.0,381.16,13.660,2,0.00
E02004989,"Hatfield North & West",0,523.0,10869.91,14.278,8,0.00
E02004990,"Hatfield East",0,740.0,2991.16,35.290,27,0.00
E02004991,"Hatfield Town",0,381.0,3634.68,30.547,5,0.00
E02004992,"Hatfield South",0,498.0,1736.87,9.870,1,0.00
E02004993,"Welham Green",0,701.0,2938.18,27.758,6,43258.30
E02004994,"Brookmans Park",0,661.0,1040.45,30.466,0,0.00
E02004995,"Cuffley & Northaw",0,530.0,1398.55,24.226,0,0.00
