MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02005102,"Lyminge",0,742.0,395.58,36.573,0,0.00
E02005103,"Hawkinge",0,169.0,1199.97,21.889,0,0.00
E02005104,"Folkestone North East",0,361.0,593.36,9.026,0,0.00
E02005105,"Folkestone Foord",0,151.0,0.00,7.840,0,0.00
E02005106,"Cheriton & Horn Street",0,361.0,1651.75,9.340,0,0.00
E02005107,"Folkestone Morehall & Sandgate",0,271.0,2514.96,17.186,3,0.00
E02005109,"Saltwood",0,336.0,2745.49,27.296,2,0.00
E02005110,"Lympne & Palmarsh",0,424.0,660.20,27.276,0,0.00
E02005111,"Hythe",0,192.0,1083.08,34.204,7,0.00
E02005112,"Dymchurch",0,687.0,808.44,18.831,2,0.00
E02005113,"New Romney",0,115.0,1234.73,16.697,3,0.00
E02005114,"Lydd & Dungeness",0,115.0,2427.55,11.241,0,0.00
E02006879,"Folkestone Harbour",0,361.0,2448.36,22.571,3,0.00
E02006880,"Folkestone Central",0,151.0,1216.55,7.752,0,0.00
