MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02006287,"Yoxford",0,499.0,3117.27,30.159,12,0.00
E02006288,"Framlingham & Hacheston",0,253.0,1513.38,47.048,0,0.00
E02006289,"Saxmundham & Coldfair Green",0,115.0,1675.34,29.592,0,0.00
E02006290,"Leiston & Aldeburgh",0,150.0,6431.02,31.178,1,0.00
E02006291,"Wickham Market & Melton",0,363.0,2128.22,29.325,3,0.00
E02006292,"Westerfield",0,605.0,804.15,32.868,0,0.00
E02006293,"Rendlesham",0,450.0,5993.87,53.042,0,0.00
E02006294,"Woodbridge",0,363.0,2863.31,51.766,2,0.00
E02006295,"Kesgrave West & Rushmere",0,308.0,1471.53,37.262,2,0.00
E02006296,"Kesgrave East & Martlesham",0,495.0,6971.63,41.729,6,0.00
E02006297,"Bixley",0,705.0,1848.10,16.349,1,0.00
E02006298,"Trimley & Kirton",0,231.0,1769.72,23.495,0,28817.82
E02006299,"Felixstowe East",0,204.0,1060.26,13.145,0,0.00
E02006300,"Felixstowe West",0,204.0,518.28,15.586,2,0.00
E02006301,"Felixstowe Seafront",0,204.0,1686.31,24.318,1,0.00
E02006302,"Gunton East",0,227.0,1812.90,8.021,0,0.00
E02006303,"Gunton West",0,114.0,256.56,5.625,1,0.00
E02006304,"Oulton",0,114.0,196.87,6.896,0,0.00
E02006305,"Lowestoft Central",0,114.0,1026.26,9.439,4,0.00
E02006306,"Normanston & Oulton Broad East",0,239.0,889.76,17.003,1,0.00
E02006307,"Oulton Broad West",0,239.0,103.38,8.500,0,0.00
E02006308,"Lowestoft Harbour & Kirkley",0,239.0,2540.28,13.485,2,0.00
E02006309,"Pakefield North",0,125.0,125.56,6.941,0,0.00
E02006310,"Carlton Colville",0,125.0,849.94,10.043,0,0.00
E02006311,"Beccles",0,207.0,2812.94,27.719,3,0.00
E02006312,"Worlingham & Barnby",0,332.0,639.50,23.131,3,0.00
E02006313,"Pakefield South & Kessingland",0,125.0,4343.33,14.460,0,0.00
E02006314,"Bungay & the Saints",0,328.0,1723.51,24.088,3,0.00
E02006315,"Southwold",0,301.0,2262.24,31.922,0,5998.81
E02006316,"Halesworth & Wangford",0,246.0,3986.21,16.596,0,0.00
