MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02006375,"Nork",0,1149.0,654.78,23.523,0,0.00,0.00,0.00,0
E02006376,"Banstead",0,686.0,1122.39,60.087,0,0.00,3714.11,0.00,0
E02006377,"Tattenham North",0,1176.0,1525.05,22.730,8,0.00,8620.34,0.00,0
E02006378,"Chipstead & Netherne",0,1439.0,895.67,44.589,0,0.00,0.00,0.00,0
E02006379,"Tattenham South",0,550.0,995.30,18.995,0,0.00,0.00,1597.27,0
E02006380,"Tadworth & Walton",0,550.0,1564.62,72.651,0,0.00,0.00,0.00,0
E02006381,"Kingswood",0,1355.0,2763.47,44.163,1,0.00,0.00,405.26,0
E02006382,"Merstham",0,348.0,104.89,11.306,0,0.00,0.00,0.00,0
E02006383,"Reigate Hill & Gatton",0,672.0,1591.19,40.822,1,0.00,0.00,0.00,0
E02006384,"Redhill West",0,672.0,502.43,33.629,2,0.00,0.00,0.00,0
E02006385,"Redhill East",0,396.0,1153.15,76.983,6,0.00,0.00,754.93,0
E02006386,"Reigate Central & Redhill Common",0,672.0,3227.97,73.039,5,0.00,4796.02,0.00,0
E02006387,"Reigate South Park",0,672.0,902.96,16.725,0,0.00,348.46,0.00,0
E02006388,"Earlswood & Whitebushes",0,348.0,3604.29,20.119,1,0.00,0.00,0.00,0
E02006389,"Salfords & Woodhatch",0,936.0,743.47,20.600,0,0.00,0.00,470.36,0
E02006390,"Horley West",0,264.0,1198.05,25.790,0,0.00,0.00,0.00,0
E02006391,"Horley East",0,264.0,43.05,16.132,0,0.00,0.00,0.00,0
E02006392,"Horley Central",0,264.0,1825.83,63.705,2,0.00,4025.96,0.00,0
