MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02000526,"Chiswick North East",0,3222.0,65.90,11.805,34,0.00
E02000528,"Brentford East",0,2872.0,1911.44,7.255,36,18362.03
E02000529,"Heston North",0,407.0,38.22,8.069,5,0.00
E02000530,"North Hyde & North Cranford",0,407.0,3138.93,7.009,9,30333.56
E02000531,"Brentford Central",0,1890.0,1895.92,27.208,11,0.00
E02000532,"Chiswick South East",0,703.0,528.37,14.254,38,0.00
E02000533,"Chiswick South West",0,963.0,13.76,12.528,17,0.00
E02000534,"Brentford West & Osterley Park",0,664.0,4662.12,14.740,2,0.00
E02000535,"Heston West",0,399.0,447.13,8.730,5,0.00
E02000536,"Heston Central & Lampton West",0,975.0,18.07,12.025,6,0.00
E02000537,"Osterley & Lampton East",0,826.0,343.79,7.483,7,0.00
E02000538,"Cranford",0,828.0,1458.27,11.662,6,0.00
E02000539,"Syon Green",0,664.0,213.46,14.607,10,0.00
E02000540,"Spring Grove",0,614.0,158.77,13.621,0,0.00
E02000541,"Hounslow Meadows",0,609.0,638.39,8.819,7,0.00
E02000542,"Hounslow West",0,655.0,610.37,9.531,7,0.00
E02000543,"Hounslow High Street",0,867.0,937.36,43.248,12,0.00
E02000544,"Hounslow East",0,614.0,253.90,7.374,3,0.00
E02000545,"Isleworth & Ivybridge",0,1101.0,1367.77,27.286,6,0.00
E02000546,"Hounslow Heath",0,568.0,1798.21,5.761,0,0.00
E02000547,"North Feltham & Hatton",0,171.0,1248.18,13.639,4,0.00
E02000548,"Bedfont",0,293.0,2937.52,10.256,4,0.00
E02000549,"Feltham East",0,411.0,2224.49,9.652,3,0.00
E02000550,"Feltham Central",0,411.0,1185.41,7.402,8,0.00
E02000551,"Hanworth North",0,411.0,1598.99,25.413,5,0.00
E02000552,"Lower Feltham",0,585.0,1278.21,9.115,0,0.00
E02000553,"Hanworth South",0,240.0,590.55,6.677,5,0.00
E02006792,"Chiswick Park",0,1386.0,1575.13,62.575,19,0.00
