MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02003753,"Yaxley & Farcet",0,233.0,1564.74,28.375,0,0.00
E02003754,"Stilton",0,1147.0,2085.43,27.337,2,0.00
E02003755,"Ramsey",0,982.0,1852.27,37.564,2,0.00
E02003756,"Sawtry & Gidding",0,826.0,1096.75,34.110,0,0.00
E02003757,"Warboys & Bury",0,696.0,436.46,27.526,0,0.00
E02003758,"Somersham",0,996.0,4038.46,47.873,0,0.00
E02003759,"Bluntisham",0,705.0,2432.31,18.701,3,0.00
E02003760,"Huntingdon Sapley & Oxmoor",0,1227.0,3016.88,14.908,0,0.00
E02003761,"Huntingdon Hartford",0,634.0,742.18,7.824,1,0.00
E02003762,"Brampton",0,1227.0,8693.40,56.669,3,0.00
E02003763,"St Ives North",0,705.0,2048.76,19.314,0,0.00
E02003764,"Huntingdon Central & West",0,1745.0,5721.47,89.614,3,104.89
E02003765,"St Ives South",0,112.0,2071.45,31.760,5,0.00
E02003766,"Godmanchester",0,982.0,1759.97,13.199,2,182408.22
E02003767,"Kimbolton",0,1984.0,3619.00,46.271,0,0.00
E02003768,"Houghton",0,705.0,1792.64,42.482,0,0.00
E02003769,"Buckden & Perry",0,941.0,2043.22,25.180,5,0.00
E02003770,"Little Paxton",0,732.0,1638.19,53.880,0,0.00
E02003771,"St Neots Priory Park",0,348.0,2290.75,48.844,1,0.00
E02003772,"St Neots Eaton Ford",0,348.0,1085.36,33.830,2,0.00
E02003773,"St Neots Eynesbury",0,348.0,2111.92,25.323,2,0.00
E02003774,"St Neots Eaton Socon",0,348.0,1469.76,25.823,0,0.00
