MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02006317,"West Molesey North",0,209.0,903.09,23.423,2,0,0.00,2425.21,0.00,0
E02006318,"East Molesey",0,209.0,895.16,23.012,0,0,0.00,0.00,0.00,0.7707
E02006319,"West Molesey South",0,574.0,182.00,74.699,0,0,0.00,0.00,1021.35,1.0667
E02006320,"Walton North & Molesey Heath",0,671.0,1459.05,19.051,0,0,0.00,0.00,0.00,0.884
E02006321,"Thames Ditton",0,507.0,504.92,44.940,0,0,0.00,86.61,0.00,0.6165
E02006322,"Long Ditton",0,561.0,118.83,21.608,2,0,0.00,0.00,0.00,0.1401
E02006323,"Walton Central",0,1161.0,1490.54,31.445,1,0,0.00,11588.03,0.00,0.6488
E02006324,"Walton East",0,462.0,619.66,24.670,0,0,0.00,0.00,0.00,0
E02006325,"Hinchley Wood & Weston Green",0,1305.0,991.19,46.312,1,0,0.00,0.00,0.00,0.0707
E02006326,"Walton Hersham Road",0,462.0,1523.09,73.280,0,0,0.00,0.00,0.00,0.2765
E02006327,"Oatlands",0,829.0,493.96,32.200,0,0,0.00,0.00,0.00,0.7256
E02006328,"Weybridge Riverside",0,934.0,2432.87,106.879,3,0,0.00,7693.57,0.00,0.580593
E02006329,"Esher",0,365.0,3498.90,106.570,5,0,0.00,700.16,0.00,0.3877
E02006330,"Hersham",0,778.0,2665.40,42.034,4,0,0.00,5500.84,0.00,0.1307
E02006331,"Claygate",0,365.0,529.27,42.864,0,0,0.00,0.00,0.00,0
E02006332,"Weybridge St George's Hill",0,1460.0,8997.14,60.861,6,0,0.00,16501.86,35410.75,5.3987
E02006333,"Cobham",0,681.0,4083.20,114.828,6,0,0.00,10741.44,0.00,0.3062
E02006334,"Oxshott & Stoke D'Abernon",0,1265.0,1223.36,53.836,1,0,0.00,0.00,0.00,0.3922
