MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02006748,"Hartlebury & Wychbold",0,1199.0,4065.58,43.257,2,0.00
E02006749,"Droitwich Spa West & North",0,263.0,808.94,56.122,1,0.00
E02006750,"Droitwich Spa East",0,263.0,1513.87,29.606,3,0.00
E02006751,"Droitwich Spa Central",0,263.0,330.71,25.865,0,0.00
E02006752,"Droitwich Spa South",0,263.0,124.84,25.377,0,0.00
E02006753,"Fernhill Heath & Ombersley",0,777.0,2385.13,37.710,1,0.00
E02006754,"Crowle & Tibberton",0,2238.0,2259.20,35.385,0,0.00
E02006755,"Inkberrow & Flyford Flavell",0,621.0,771.08,38.264,2,0.00
E02006756,"Drakes Broughton & Norton",0,1514.0,1561.11,26.012,0,0.00
E02006757,"Wick",0,410.0,1242.38,27.550,0,0.00
E02006758,"Honeybourne & Littleton",0,792.0,1248.66,25.340,0,0.00
E02006759,"Pershore",0,162.0,1423.57,54.342,3,0.00
E02006760,"Harvington",0,248.0,2800.74,31.937,3,0.00
E02006761,"Evesham Central",0,308.0,3340.67,45.640,4,0.00
E02006762,"Evesham North & Hampton",0,248.0,1641.03,22.317,0,2198.20
E02006763,"Evesham East",0,248.0,1652.96,25.857,0,0.00
E02006764,"Evesham South",0,248.0,1904.07,16.853,3,0.00
E02006765,"Broadway",0,308.0,1680.31,25.313,2,0.00
E02006766,"Bredon",0,730.0,2110.82,35.981,0,0.00
