MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02005750,"Great Ayton & Stokesley",233,142.0,1584.08,46.841,0,0.00,2183.74,285.95,0
E02005751,"Rudby & Ingleby",228,374.0,1603.53,56.788,1,0.00,0.00,0.00,0
E02005752,"Brompton",221,493.0,880.62,33.234,1,0.00,0.00,0.00,0.800314
E02005753,"Northallerton",209,240.0,30803.72,43.307,4,0.00,13217.02,0.00,0.100569
E02005754,"Northallerton South & Leeming Bar",201,252.0,1697.89,20.987,0,0.00,315.43,117.38,0
E02005755,"Bedale & Snape",275,317.0,1332.15,18.032,1,0.00,0.00,0.00,0
E02005756,"Leeming",367,504.0,2442.59,21.873,0,0.00,0.00,0.00,0.26473
E02005757,"Thirsk North",309,100.0,1704.91,23.558,0,0.00,7549.74,0.00,1.02
E02005758,"Thirsk South & Coxwold",290,240.0,1792.12,35.494,1,0.00,1729.88,0.00,0
E02005759,"Easingwold & Stillington",144,667.0,1429.02,50.719,2,0.00,701.62,0.00,2.36
E02005760,"Linton",224,767.0,1042.15,31.299,0,0.00,0.00,0.00,0
