MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02004118,"Hatton & Burnaston",0,1052.0,10418.02,61.652,2,0.00
E02004119,"Hilton & Etwall",0,504.0,8009.77,61.166,0,0.00
E02004120,"Willington North",0,1192.0,1349.70,34.233,2,0.00
E02004121,"Aston-on-Trent & Barrow-upon-Trent",0,734.0,3245.39,54.581,2,0.00
E02004122,"Willington South & Repton",0,1058.0,1580.74,41.018,0,0.00
E02004123,"Melbourne",0,778.0,1875.10,57.077,0,0.00
E02004124,"Swadlincote North",0,258.0,94.55,17.398,0,0.00
E02004125,"Swadlincote West",0,411.0,703.94,22.525,0,0.00
E02004126,"Swadlincote Central",0,306.0,3100.28,53.602,5,0.00
E02004128,"Castle Gresley",0,396.0,1532.77,41.527,4,0.00
E02006919,"Swadlincote South",0,306.0,617.43,23.195,0,0.00
E02006920,"Swadlincote East",0,168.0,90.86,19.236,0,0.00
