MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02005068,"Boxley & Detling",0,1081.0,2940.47,23.942,3,0.00
E02005069,"Penenden Heath",0,242.0,553.03,17.654,0,0.00
E02005070,"Allington",0,167.0,581.50,28.827,0,0.00
E02005071,"Ringlestone & Central Maidstone",0,990.0,2882.41,108.799,17,0.00
E02005072,"Grove Green",0,242.0,2356.98,18.279,0,0.00
E02005073,"Maidstone West",0,673.0,1789.44,34.957,2,0.00
E02005074,"Bearsted & Downswood",0,506.0,66.58,17.994,0,0.00
E02005075,"Barming",0,167.0,1143.22,31.899,0,0.00
E02005076,"Tovil",0,431.0,320.40,21.657,2,0.00
E02005077,"Mote Park",0,506.0,1838.07,18.844,1,0.00
E02005078,"Harrietsham",0,925.0,805.96,51.732,3,0.00
E02005079,"Loose Valley & Boughton Monchelsea",0,494.0,644.10,25.602,0,0.00
E02005080,"Parkwood & Senacre",0,264.0,9.11,35.513,0,0.00
E02005081,"Yalding & Farleigh",0,793.0,999.75,34.022,0,0.00
E02005082,"Kingswood",0,1178.0,1402.59,65.508,2,0.00
E02005083,"Loose & Coxheath",0,494.0,218.62,26.711,0,0.00
E02005084,"Headcorn & Sutton Valence",0,637.0,1483.79,38.669,0,0.00
E02005085,"Marden",0,856.0,448.39,42.835,2,8396.30
E02005086,"Staplehurst",0,383.0,1960.55,29.029,0,0.00
