MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse
E02006204,"Leek East & Upper Hulme",0,520.0,1580.00,18.292,0,0.00,4045.73,0.00
E02006205,"Biddulph Moor & Rudyard",0,766.0,1231.75,24.358,0,0.00,0.00,0.00
E02006206,"Biddulph Central",0,78.0,608.07,21.449,0,0.00,5130.36,0.00
E02006207,"Biddulph North & Brownlees",0,861.0,110.75,14.311,0,0.00,0.00,0.00
E02006208,"Leek Town",0,160.0,2398.85,32.792,1,0.00,14016.86,0.00
E02006209,"Leek South & Cheddleton",0,314.0,3062.09,19.626,0,0.00,0.00,0.00
E02006210,"Ipstones",0,693.0,2089.07,23.849,0,0.00,0.00,490.57
E02006211,"Endon & Brown Edge",0,355.0,639.33,20.528,0,0.00,518.21,0.00
E02006212,"Werrington & Wetley Rocks",0,374.0,602.02,20.565,0,0.00,0.00,0.00
E02006213,"Cheadle North",0,253.0,6736.08,20.370,0,0.00,324.87,0.00
E02006214,"Cheadle Town",0,126.0,4138.27,21.989,1,0.00,3595.68,0.00
E02006215,"Blythe Bridge",0,657.0,504.25,22.512,0,0.00,396.31,0.00
E02006216,"Cheadle South & Upper Tean",0,235.0,509.27,19.388,0,0.00,0.00,779.25
