MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02003172,"Kinson East",0,140.0,924.26,13.902,5,0.00
E02003173,"Kinson West",0,243.0,979.04,24.844,1,0.00
E02003174,"Northbourne",0,72.0,0.00,16.805,0,0.00
E02003175,"Throop & Muscliffe",0,203.0,239.96,15.225,0,0.00
E02003176,"West Howe",0,140.0,122.09,10.984,0,0.00
E02003177,"Moordown",0,175.0,155.62,16.666,0,0.00
E02003178,"East Howe & Ensbury Park",0,243.0,323.24,15.727,0,0.00
E02003179,"Townsend & Strouden",0,100.0,2880.12,12.769,1,0.00
E02003180,"Winton",0,243.0,600.14,25.482,2,0.00
E02003181,"Queens Park",0,203.0,113.46,16.737,0,0.00
E02003182,"Littledown",0,384.0,4272.75,17.602,7,0.00
E02003183,"Talbot & Branksome Woods",0,300.0,5.03,18.403,0,0.00
E02003184,"Charminster",0,287.0,0.00,13.196,0,0.00
E02003185,"Iford",0,224.0,201.44,22.220,0,0.00
E02003186,"Springbourne & Queen's Park",0,226.0,291.65,8.609,0,0.00
E02003187,"Boscombe East",0,323.0,99.71,16.280,0,0.00
E02003188,"Central Bournemouth",0,200.0,2504.37,8.488,5,0.00
E02003189,"Southbourne West",0,257.0,119.33,26.924,1,0.00
E02003190,"Boscombe West",0,165.0,947.84,7.889,2,0.00
E02003191,"East Southbourne & Hengistbury Head",0,158.0,1933.45,27.000,0,0.00
E02003192,"East Cliff",0,507.0,2579.57,43.008,3,0.00
E02003194,"Merley",0,606.0,398.77,14.244,0,0.00
E02003195,"Bearwood",0,686.0,708.61,9.632,1,0.00
E02003196,"Broadstone",0,655.0,552.58,63.418,0,0.00
E02003197,"Canford Heath West",0,439.0,1349.51,30.784,0,0.00
E02003198,"Canford Heath East",0,322.0,677.28,15.638,0,0.00
E02003199,"Creekmoor",0,306.0,2977.17,23.121,2,0.00
E02003200,"Rossmore",0,507.0,599.00,40.018,0,0.00
E02003201,"Newtown",0,692.0,1719.74,18.575,2,0.00
E02003202,"Branksome East",0,346.0,1885.94,12.105,5,0.00
E02003203,"Branksome West",0,422.0,1233.86,12.766,3,0.00
E02003204,"Oakdale East",0,692.0,888.54,25.611,4,0.00
E02003205,"Oakdale West",0,270.0,1726.17,9.099,1,0.00
E02003206,"Penn Hill",0,364.0,267.55,35.975,2,0.00
E02003207,"Hamworthy West",0,300.0,448.33,10.211,0,0.00
E02003208,"Poole Town",0,261.0,6912.93,35.559,4,3460.92
E02003209,"Hamworthy East",0,149.0,1846.42,6.900,0,0.00
E02003210,"Parkstone",0,714.0,709.45,65.098,0,0.00
E02003211,"Branksome Park",0,625.0,2864.51,46.840,0,0.00
E02004236,"Burton & Airport",0,825.0,3910.33,20.993,1,0.00
E02004237,"Jumpers Common & Fairmile",0,361.0,95.81,17.966,0,0.00
E02004238,"Highcliffe & Walkford",0,361.0,1489.34,24.575,0,0.00
E02004239,"West Highcliffe",0,361.0,3269.09,19.083,0,0.00
E02004240,"Somerford",0,361.0,2286.00,17.314,2,0.00
E02004241,"Christchurch Town",0,361.0,2759.17,66.185,3,0.00
E02004242,"Mudeford",0,361.0,1699.15,17.780,0,0.00
E02006883,"Westbourne",0,442.0,610.41,27.779,0,0.00
E02006885,"West Cliff",0,81.0,960.04,6.420,1,0.00
