MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02004175,"Ilfracombe East",0,89.0,1420.95,9.221,0,0.00,3691.52,0.00,0.63
E02004176,"Lynton & Combe Martin",0,270.0,2483.17,10.743,0,0.00,0.00,0.00,1.25
E02004177,"Ilfracombe West",0,89.0,785.54,10.398,0,0.00,1116.00,0.00,3.98
E02004178,"Woolacombe",0,344.0,5042.48,17.784,2,0.00,0.00,0.00,3.91
E02004179,"Braunton",0,255.0,2918.21,26.324,4,0.00,4865.99,0.00,3.27
E02004180,"Bratton Fleming",0,351.0,897.22,15.546,0,0.00,0.00,27902.39,0.6
E02004181,"Barnstaple Pilton",0,262.0,535.95,11.768,0,0.00,2052.26,0.00,1.6
E02004182,"Barnstaple Central",0,380.0,1706.36,30.222,0,0.00,0.00,0.00,4.26
E02004183,"Barnstaple Sticklepath",0,262.0,3126.43,9.925,6,0.00,15478.77,0.00,11.71
E02004184,"Barnstaple South",0,91.0,1508.20,7.750,2,0.00,8539.14,0.00,2.52
E02004185,"Fremington & Instow",0,371.0,615.57,15.889,0,0.00,0.00,0.00,27.72
E02004186,"Roundswell & Landkey",0,296.0,1376.68,22.328,0,0.00,10717.65,0.00,2.06
E02004187,"South Molton",0,377.0,686.99,23.017,2,0.00,1499.93,0.00,3.38
E02004188,"Bishop's Nympton",0,396.0,329.43,14.639,0,0.00,0.00,0.00,2.65
