MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02002985,"Keynsham North",0,282.0,2250.41,44.554,3,0.00
E02002986,"Keynsham South",0,171.0,328.77,23.881,0,0.00
E02002987,"Keynsham East",0,171.0,1652.21,28.657,1,0.00
E02002988,"Lambridge & Fairfield Park",0,453.0,406.98,12.048,1,0.00
E02002989,"Weston",0,453.0,87.46,10.506,0,0.00
E02002990,"Walcot",0,1169.0,524.98,15.612,1,0.00
E02002991,"Central Bath & Lansdown",0,1819.0,3198.67,150.019,7,0.00
E02002992,"Newbridge",0,1169.0,3230.05,12.450,2,0.00
E02002993,"Kingsmead",0,453.0,2052.35,19.836,6,0.00
E02002994,"Bathavon North & South",0,1580.0,3345.55,51.745,5,0.00
E02002995,"Twerton",0,1169.0,391.74,14.596,0,0.00
E02002996,"Widcombe",0,1169.0,3525.09,42.278,7,0.00
E02002997,"Oldfield Park West",0,1169.0,1018.99,17.650,0,0.00
E02002998,"Oldfield Park East",0,716.0,149.51,14.341,0,0.00
E02002999,"Southdown",0,716.0,83.62,10.459,0,0.00
E02003000,"Saltford",0,1424.0,1275.50,52.519,0,0.00
E02003001,"Bloomfield",0,1169.0,1144.71,15.924,1,0.00
E02003002,"Combe Down",0,1169.0,344.75,21.208,0,0.00
E02003003,"Odd Down",0,716.0,472.81,15.743,0,0.00
E02003004,"Pensford",0,271.0,1061.09,37.078,0,0.00
E02003005,"Chew",0,884.0,1536.51,58.792,1,0.00
E02003006,"Peasedown & Bathavon West",0,982.0,2975.60,35.988,16,0.00
E02003007,"High Littleton & Paulton",0,426.0,1603.49,37.763,2,0.00
E02003008,"Radstock",0,266.0,874.51,21.259,0,0.00
E02003009,"Midsomer Norton North",0,426.0,1149.71,11.503,2,857.10
E02003010,"Westfield",0,266.0,772.98,11.326,0,0.00
E02003011,"Midsomer Norton Redfield",0,266.0,226.48,8.542,0,0.00
