MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse
E02004356,"Langney West",0,168.0,542.30,9.499,0,0.00,0.00,0.00
E02004357,"Hampden Park North",0,97.0,0.00,3.894,0,0.00,0.00,0.00
E02004358,"Langney East",0,168.0,476.24,13.265,0,0.00,0.00,0.00
E02004359,"Hampden Park South",0,597.0,2819.62,7.475,7,0.00,20414.91,21756.03
E02004361,"Ratton",0,429.0,187.76,15.265,0,0.00,0.00,0.00
E02004362,"Roselands",0,265.0,720.23,7.210,0,0.00,466.98,0.00
E02004363,"Upperton",0,298.0,1348.66,5.516,0,0.00,0.00,0.00
E02004364,"Old Town & Motcombe",0,429.0,103.10,13.909,2,0.00,2833.74,0.00
E02004365,"Pier",0,298.0,895.98,7.540,15,0.00,3799.08,0.00
E02004366,"King Edward's Parade",0,429.0,957.58,25.344,9,0.00,0.00,0.00
E02004367,"Meads",0,332.0,479.32,20.287,1,0.00,0.00,0.00
E02006857,"St Anthony's Hill",0,265.0,2175.06,13.722,0,0.00,11704.19,0.00
E02006858,"Sovereign Harbour",0,168.0,2398.34,9.443,2,0.00,9314.47,0.00
