MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02005551,"Hunstanton",0,29.0,4956.02,12.206,2,0.00
E02005552,"Brancaster",0,334.0,2888.41,23.196,0,0.00
E02005553,"Heacham & Snettisham",0,121.0,1752.33,19.714,0,0.00
E02005554,"Dersingham",0,188.0,1690.36,14.174,0,0.00
E02005555,"Wootton",0,273.0,647.54,7.718,0,0.00
E02005556,"Gaywood North Bank",0,181.0,168.21,6.043,0,0.00
E02005557,"North Lynn",0,181.0,1408.87,7.063,0,0.00
E02005558,"Terrington & Clenchwarton",0,73.0,935.82,12.405,0,0.00
E02005559,"Gaywood Chase & Old Gaywood",0,181.0,1494.83,6.867,1,0.00
E02005560,"Fairstead & Springwood",0,181.0,1755.75,6.239,0,0.00
E02005561,"Town",0,673.0,9163.15,45.048,8,3964.74
E02005562,"Grimston",0,277.0,533.31,18.231,0,0.00
E02005563,"Marshland",0,289.0,1290.45,15.378,0,0.00
E02005564,"West Winch",0,426.0,2541.24,26.252,2,0.00
E02005565,"Watlington",0,232.0,811.17,14.192,0,0.00
E02005566,"Upwell",0,229.0,1092.24,21.138,0,0.00
E02005567,"Downham Market",0,149.0,1393.05,19.816,2,0.00
E02005568,"Stoke Ferry",0,469.0,1075.97,20.259,0,0.00
E02005569,"Southery",0,293.0,1156.86,13.292,0,0.00
