MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02000689,"Wimbledon Park & Durnsford Road",0,2184.0,417.06,12.836,10,0.00
E02000690,"Wimbledon Common",0,1453.0,542.29,18.883,17,0.00
E02000691,"Wimbledon Broadway North",0,1509.0,433.44,11.642,9,0.00
E02000692,"Wimbledon Hill",0,1453.0,378.82,120.201,5,0.00
E02000693,"Colliers Wood",0,1509.0,2311.45,13.968,11,0.00
E02000694,"South Wimbledon",0,1145.0,169.77,13.167,14,0.00
E02000695,"Graveney",0,1252.0,0.00,3.037,11,0.00
E02000696,"Lavender Park",0,1889.0,152.44,3.773,6,0.00
E02000697,"Wimbledon Broadway South",0,1145.0,486.74,17.728,12,0.00
E02000698,"Cottenham Park",0,1453.0,539.62,27.833,7,0.00
E02000699,"Wimbledon Chase",0,1453.0,482.00,14.967,10,0.00
E02000700,"Merton Church Road & Phipps Bridge",0,1525.0,180.40,9.902,7,0.00
E02000701,"Mitcham East",0,380.0,174.27,4.250,3,0.00
E02000702,"Lonesome",0,888.0,88.06,4.265,3,0.00
E02000703,"Merton Park",0,1703.0,589.77,11.589,2,0.00
E02000704,"Raynes Park",0,657.0,2632.38,26.119,13,0.00
E02000705,"Rowan Road",0,888.0,165.90,6.224,5,0.00
E02000706,"Mitcham West",0,1775.0,404.31,12.143,5,0.00
E02000707,"Pollards Hill",0,586.0,53.54,3.451,6,0.00
E02000708,"West Barnes",0,657.0,1741.21,19.733,7,0.00
E02000709,"Cannon Hill",0,558.0,260.43,10.731,7,0.00
E02000710,"Mitcham South",0,1775.0,768.71,9.754,3,0.00
E02000711,"Morden Central",0,1395.0,1114.71,17.489,7,0.00
E02000712,"St Helier North",0,250.0,726.07,28.694,6,0.00
E02000713,"Lower Morden",0,723.0,353.87,11.453,5,0.00
