MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse
E02005149,"Aylesford",0,545.0,2132.76,29.500,2,0.00,0.00,7447.55
E02005150,"Snodland",0,1154.0,764.48,54.199,0,0.00,0.00,0.00
E02005151,"Larkfield & New Hythe",0,469.0,2568.55,34.405,1,0.00,11204.15,0.00
E02005153,"Ditton",0,636.0,3927.39,21.773,5,12142.59,12118.93,47915.59
E02005154,"Borough Green",0,574.0,1187.83,77.934,1,0.00,0.00,0.00
E02005155,"Kings Hill & Wateringbury",0,587.0,2095.11,76.947,6,0.00,4685.72,0.00
E02005156,"Hadlow & East Peckham",0,565.0,825.18,35.626,0,0.00,0.00,0.00
E02005157,"Tonbridge Trench Wood",0,295.0,152.36,20.844,0,0.00,0.00,0.00
E02005158,"Hildenborough",0,666.0,973.35,24.957,0,0.00,0.00,0.00
E02005159,"Tonbridge Higham Wood",0,416.0,0.00,20.886,0,0.00,0.00,0.00
E02005160,"Tonbridge Town",0,1545.0,3734.59,74.587,4,0.00,14056.02,0.00
E02005161,"Tonbridge South & Haysden",0,532.0,964.03,13.475,0,0.00,0.00,0.00
E02006833,"East Malling",0,890.0,1743.45,85.920,0,0.00,1124.00,0.00
