MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02005368,"Tilton",0,1458.0,154.32,41.965,4,0.00,0.00,0.00,0
E02005369,"Kibworth & Great Glen",0,1771.0,1360.35,35.903,1,0.00,1409.61,0.00,0
E02005370,"Broughton Astley",0,292.0,453.78,27.708,1,0.00,2900.69,0.00,0
E02005371,"Fleckney",0,1989.0,1423.88,51.124,0,7356.20,956.68,0.00,0
E02005372,"Dunton Bassett",0,1546.0,13154.15,63.341,0,0.00,0.00,762654.52,0
E02005373,"Market Harborough West",0,1235.0,252.64,47.569,0,0.00,0.00,0.00,0
E02005374,"Market Harborough Central",0,649.0,1340.09,83.213,4,0.00,3543.95,0.00,0
E02005375,"Market Harborough South & Little Bowden",0,315.0,1867.01,30.531,0,0.00,9441.45,0.00,0
E02005376,"Lutterworth",0,920.0,1857.05,70.566,3,0.00,6171.07,68250.20,0
E02006816,"Houghton",0,2033.0,497.84,29.854,0,0.00,844.17,50.77,0
