MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02001759,"North Shields",286,239.0,548.05,26.378,3,4.72,0.00,2149.59,0.00,4.824
E02001760,"Chirton",304,239.0,1649.37,13.874,1,4.72,0.00,10115.84,0.00,0.45
E02001761,"Battle Hill West",305,112.0,401.55,10.977,0,5.65,0.00,1709.21,0.00,0.17
E02001762,"East Benton",297,272.0,234.60,7.255,0,5.65,0.00,0.00,0.00,0
E02001763,"Howdon",308,351.0,280.19,9.246,0,5.72,0.00,1496.95,0.00,0.67
E02001764,"Percy Main",306,274.0,12005.38,13.066,0,5.72,0.00,0.00,0.00,8.87
E02001765,"Willington Quay",309,169.0,147.69,13.782,0,5.72,0.00,0.00,0.00,25.8745
E02001766,"Wallsend East",297,274.0,399.31,15.627,3,5.72,0.00,611.05,0.00,12.2121
E02001767,"Wallsend West",299,240.0,1022.03,16.496,2,5.65,0.00,2987.42,0.00,1.35
E02005702,"Longhoughton & Alnmouth",108,309.0,4176.29,27.596,8,2.24,0.00,408.85,0.00,9.070049
E02005703,"Alnwick",117,159.0,3928.02,26.262,9,2.24,0.00,10834.60,0.00,8.137298
E02005704,"Amble",130,309.0,2566.32,55.706,1,6.52,0.00,24020.64,0.00,5.921496
E02005705,"Rothbury & Longframlington",136,587.0,2071.41,56.764,4,10.81,0.00,0.00,0.00,6.283432
E02005706,"Berwick-upon-Tweed Town",5,68.0,3152.66,24.890,7,0,0.00,9440.04,0.00,18.163771
E02005707,"Berwick-upon-Tweed West & Holy Island",5,94.0,3624.60,16.947,2,0,0.00,7043.45,0.00,1.73318
E02005708,"Seahouses",12,335.0,4069.68,11.578,9,1.42,0.00,1790.44,714.24,5.460108
E02005709,"Blyth Cowpen",215,132.0,1030.08,21.124,4,4.64,0.00,4398.70,0.00,29.17
E02005710,"Blyth Town",201,132.0,1814.57,52.124,7,0.58,0.00,5182.37,0.00,15.53
E02005711,"Blyth Isabella",208,132.0,637.30,18.483,6,0.58,0.00,0.00,0.00,0.63
E02005712,"Blyth Newsham",210,182.0,1261.44,24.552,0,4.64,0.00,10532.34,0.00,1.84
E02005713,"Blyth South",207,132.0,724.68,12.518,12,0.58,0.00,0.00,0.00,0.51
E02005714,"North Cramlington",236,162.0,84.35,14.307,0,5.81,0.00,0.00,0.00,0
E02005715,"Cramlington Town & Beaconhill",238,162.0,5217.06,42.172,6,5.84,0.00,17464.04,0.00,8.49
E02005716,"East Cramlington & Parkside",246,162.0,1364.58,28.989,4,7.72,0.00,0.00,0.00,1.23
E02005717,"Holywell & Hartley",228,589.0,1006.80,37.575,0,7.72,0.00,0.00,0.00,0.06
E02005718,"Cramlington South",258,162.0,1194.28,15.206,3,7.72,0.00,0.00,0.00,0
E02005719,"Seaton Delaval & Seghill",256,518.0,2079.41,34.561,1,7.72,0.00,1147.14,0.00,2.1
E02005720,"Widdrington",202,396.0,1942.32,48.880,0,6.52,0.00,0.00,0.00,70.79
E02005721,"Morpeth North & Pegswood",219,230.0,1084.89,28.065,0,6.52,0.00,466.99,0.00,42.32
E02005722,"Longhorsley",225,882.0,5213.74,80.944,8,6.52,0.00,0.00,0.00,77.08
E02005723,"Morpeth Central & East",216,396.0,2093.55,65.329,9,1.36,0.00,5860.77,0.00,5.75
E02005724,"Morpeth South & West",223,230.0,1260.65,36.341,6,1.36,0.00,872.99,0.00,1.49
E02005725,"Ponteland",247,336.0,7358.42,96.597,9,6.08,0.00,2825.41,0.00,24.120903
E02005726,"Darras Hall",248,345.0,524.98,57.016,0,6.50,0.00,0.00,8077.03,1.41
E02005727,"Bellingham",75,767.0,34718.98,28.129,17,10.81,0.00,142.35,5459.74,3.67
E02005728,"Haltwhistle & Bardon Mill",71,196.0,1841.66,15.558,9,10.81,0.00,697.05,0.00,3.593159
E02005729,"Wylam & Ovingham",224,300.0,921.21,50.089,5,6.50,0.00,148.64,0.00,2.09
E02005730,"Hexham & Acomb",185,128.0,4470.01,62.710,25,10.81,0.00,13704.49,0.00,11.918059
E02005731,"Prudhoe",227,194.0,1351.60,63.295,3,6.08,0.00,2246.10,0.00,43.748704
E02005732,"Stocksfield",223,618.0,8615.23,101.621,3,8.57,0.00,275.96,0.00,4.04
E02005733,"Haydon Bridge & Allendale",165,243.0,3105.51,49.796,6,10.81,0.00,925.36,541.95,3.852187
E02005734,"Newbiggin",204,86.0,1935.89,0.759,1,2.77,0.00,767.98,0.00,6.34
E02005735,"Ashington Hirst",199,76.0,1817.32,20.483,1,5.18,0.00,11971.58,0.00,0.480077
E02005736,"Ashington East",210,76.0,2404.12,19.041,13,2.77,0.00,0.00,0.00,3.38
E02005737,"Ashington West",192,328.0,934.10,17.939,6,5.18,0.00,4684.84,0.00,12.948723
E02005738,"Ashington South",203,290.0,1035.14,24.728,0,2.66,0.00,342.55,0.00,7.63
E02005739,"Guide Post & Stakeford",199,302.0,436.49,24.358,1,4.64,0.00,621.21,0.00,0
E02005740,"Bedlington Station & Sleekburn",215,204.0,1077.04,34.381,0,4.64,0.00,0.00,0.00,19.9
E02005741,"Bedlington Town",214,302.0,1297.17,24.896,4,4.64,0.00,21279.82,0.00,1.332258
E02006893,"Westerhope",269,100.0,560.27,22.505,2,5.81,0.00,3540.55,0.00,2.09
